Country, Year, Best, High, Low 
Thailand,2009,6,6,6
Thailand,2009,3,3,3
Thailand,2009,1,1,1
Thailand,2009,3,3,3
Thailand,2009,2,2,2
Thailand,2009,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2004,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2005,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,3,3,3
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2005,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,3,3,3
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2005,1,1,1
Thailand,2010,1,1,1
Thailand,2011,4,6,4
Thailand,2011,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2011,1,1,1
Thailand,2010,2,2,2
Thailand,2010,2,2,2
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,2,2,2
Thailand,2011,4,4,4
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,0,1,0
Thailand,2011,5,5,5
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,4,4,4
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2005,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2007,1,1,1
Thailand,2004,1,1,1
Thailand,2011,2,2,2
Thailand,2005,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,6,6,6
Thailand,2011,4,4,4
Thailand,2004,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2007,1,1,1
Thailand,2011,1,1,1
Thailand,2004,1,1,1
Thailand,2004,3,3,3
Thailand,2004,1,1,1
Thailand,2005,1,1,1
Thailand,2005,6,6,6
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,0,1,0
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2006,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2007,3,3,3
Thailand,2007,1,1,1
Thailand,2009,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,4,4,4
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,3,3,3
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,2,2,2
Thailand,2007,2,2,2
Thailand,2008,1,1,1
Thailand,2007,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,4,4,4
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,3,3,3
Thailand,2008,2,2,2
Thailand,2008,2,2,2
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2009,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2009,3,3,3
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,0,2,0
Thailand,2009,12,12,12
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,0
Thailand,2009,1,1,1
Thailand,2010,1,1,1
Thailand,2009,2,2,2
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2010,2,2,2
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2011,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2005,1,1,1
Thailand,2010,2,2,2
Thailand,2010,4,4,4
Thailand,2010,0,1,0
Thailand,2010,3,3,3
Thailand,2011,3,3,3
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2011,0,1,0
Thailand,2010,1,1,1
Thailand,2011,5,5,5
Thailand,2010,2,2,2
Thailand,2011,0,2,0
Thailand,2011,0,1,0
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,2,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2006,1,1,1
Thailand,2011,1,1,1
Thailand,2011,3,3,3
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,0,2,0
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,6,6,6
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2004,34,34,34
Thailand,2005,1,1,1
Thailand,2008,3,3,3
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2007,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2004,1,1,1
Thailand,2009,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2004,1,1,1
Thailand,2010,1,1,1
Thailand,2011,9,9,9
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2004,1,1,1
Thailand,2004,1,1,1
Thailand,2004,1,1,1
Thailand,2005,1,1,1
Thailand,2004,2,2,2
Thailand,2004,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,0,1,0
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,4,4,4
Thailand,2005,1,1,1
Thailand,2005,4,4,4
Thailand,2005,1,1,1
Thailand,2005,2,2,0
Thailand,2005,1,1,1
Thailand,2007,1,1,1
Thailand,2005,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2006,1,1,1
Thailand,2006,2,2,2
Thailand,2006,1,1,1
Thailand,2009,1,1,1
Thailand,2006,6,6,6
Thailand,2008,2,2,2
Thailand,2006,1,1,1
Thailand,2006,3,3,3
Thailand,2006,1,1,1
Thailand,2006,5,5,5
Thailand,2006,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,0,1,0
Thailand,2007,1,1,1
Thailand,2008,1,1,1
Thailand,2008,2,2,2
Thailand,2008,1,1,1
Thailand,2009,3,3,3
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,0
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2005,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,2,2,2
Thailand,2010,5,5,5
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,0,1,0
Thailand,2010,0,1,0
Thailand,2011,2,2,2
Thailand,2011,3,3,3
Thailand,2011,1,1,1
Thailand,2007,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2005,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2012,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2005,1,1,1
Thailand,2004,1,1,1
Thailand,2004,1,1,1
Thailand,2004,1,1,1
Thailand,2004,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,1,1,1
Thailand,2005,3,3,3
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2005,2,2,2
Thailand,2005,9,9,9
Thailand,2005,1,1,1
Thailand,2005,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,1,1,1
Thailand,2006,4,4,4
Thailand,2006,2,2,2
Thailand,2007,2,2,2
Thailand,2006,1,1,1
Thailand,2006,2,2,2
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,2,2,2
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2007,1,1,1
Thailand,2009,3,3,3
Thailand,2008,1,1,1
Thailand,2008,2,2,2
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,2,2,2
Thailand,2008,1,1,1
Thailand,2008,2,2,2
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2008,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2009,1,1,1
Thailand,2009,2,2,2
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,3,3,3
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,2,2,2
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2010,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,3,3,3
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,1,1,1
Thailand,2011,3,3,3
Thailand,2011,1,1,1
Thailand,2011,2,2,2
Thailand,2011,1,1,1
Thailand,2011,2,3,2
Thailand,2011,0,1,0
Thailand,2011,0,6,0
Thailand,2011,1,1,1
Thailand,2011,5,5,5
Thailand,2011,3,3,3
Thailand,2008,8,8,8
Thailand,2010,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,2,2,2
Thailand,2012,3,3,3
Thailand,2012,3,3,3
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,4,4,4
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,5,5,5
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,5,5,5
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,4,4,4
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,3,3,3
Thailand,2012,2,2,2
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,5,5,5
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,3,3,3
Thailand,2012,3,3,3
Thailand,2012,4,4,4
Thailand,2012,6,6,6
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,12,12,12
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,0
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,3,3,3
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,12,12,12
Thailand,2012,2,2,2
Thailand,2012,3,3,3
Thailand,2012,3,3,3
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,0
Thailand,2012,0,2,0
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,4,5,4
Thailand,2012,1,1,1
Thailand,2012,1,1,1
Thailand,2012,2,2,2
Thailand,2012,0,18,0
Thailand,2012,12,12,12
Thailand,2014,1,1,1
Thailand,2014,0,1,0
Thailand,2014,2,2,0
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,2,2,2
Thailand,2014,1,1,0
Thailand,2014,2,2,2
Thailand,2014,2,2,2
Thailand,2014,4,4,4
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,4,4,4
Thailand,2014,3,3,0
Thailand,2014,3,3,3
Thailand,2014,1,1,0
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,2,2,0
Thailand,2014,1,1,1
Thailand,2014,0,2,0
Thailand,2014,1,1,1
Thailand,2014,3,3,3
Thailand,2014,1,1,1
Thailand,2014,1,1,0
Thailand,2014,3,3,3
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,2,2,2
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,2,2,2
Thailand,2014,3,3,3
Thailand,2014,3,3,3
Thailand,2014,2,2,2
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,2,2,2
Thailand,2014,2,2,2
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,4,5,4
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2015,1,1,1
Thailand,2015,1,1,1
Thailand,2015,2,2,2
Thailand,2014,0,1,0
Thailand,2014,1,1,0
Thailand,2014,4,4,4
Thailand,2014,1,1,1
Thailand,2014,0,1,0
Thailand,2014,0,1,0
Thailand,2014,0,1,0
Thailand,2014,0,1,0
Thailand,2014,2,2,2
Thailand,2014,1,1,0
Thailand,2014,2,2,0
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,0,1,0
Thailand,2014,1,2,1
Thailand,2014,0,1,0
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,0,1,0
Thailand,2014,1,1,1
Thailand,2014,1,1,1
Thailand,2014,1,1,1
